StudentID, TotalNumberOfSemestersRegistered, Semester, NumCoursesTakenInTheSemester
0151,9,9,3
0152,9,1,5
0152,9,2,5
0152,9,3,4
0152,9,4,4
0152,9,5,4
0152,9,6,4
0152,9,7,1
0152,9,8,3
0152,9,9,2
0153,11,1,5
0153,11,2,6
0153,11,3,5
0153,11,4,4
0153,11,5,1
0153,11,6,4
0153,11,7,4
0153,11,8,4
0153,11,9,3
0153,11,10,3
0153,11,11,2
0154,11,1,5
0154,11,2,6
0154,11,3,4
0154,11,4,1
0154,11,5,4
0154,11,6,4
0154,11,7,4
0154,11,8,1
0154,11,9,3
0154,11,10,3
0154,11,11,2
0155,12,1,5
0155,12,2,5
0155,12,3,4
0155,12,4,4
0155,12,5,1
0155,12,6,4
0155,12,7,4
0155,12,8,3
0155,12,9,3
0155,12,10,1
0155,12,11,1
0155,12,12,1
0156,14,1,5
0156,14,2,4
0156,14,3,1
0156,14,4,4
0156,14,5,4
0156,14,6,1
0156,14,7,4
0156,14,8,4
0156,14,9,1
0156,14,10,3
0156,14,11,3
0156,14,12,1
0156,14,13,1
0156,14,14,1
0157,8,1,5
0157,8,2,5
0157,8,3,5
0157,8,4,4
0157,8,5,1
0157,8,6,4
0157,8,7,4
0157,8,8,3
0158,9,1,5
0158,9,2,4
0158,9,3,4
0158,9,4,4
0158,9,5,4
0158,9,6,4
0158,9,7,4
0158,9,8,3
0158,9,9,1
0159,11,1,4
0159,11,2,5
0159,11,3,5
0159,11,4,4
0159,11,5,1
0159,11,6,4
0159,11,7,3
0159,11,8,5
0159,11,9,3
0159,11,10,1
0159,11,11,1
0160,9,1,5
0160,9,2,4
0160,9,3,4
0160,9,4,4
0160,9,5,1
0160,9,6,4
0160,9,7,4
0160,9,8,3
0160,9,9,4
0161,12,1,4
0161,12,2,5
0161,12,3,4
0161,12,4,1
0161,12,5,3
0161,12,6,3
0161,12,7,2
0161,12,8,3
0161,12,9,1
0161,12,10,5
0161,12,11,2
0161,12,12,1
0162,11,1,4
0162,11,2,6
0162,11,3,4
0162,11,4,4
0162,11,5,1
0162,11,6,4
0162,11,7,4
0162,11,8,4
0162,11,9,4
0162,11,10,1
0162,11,11,1
0163,12,1,5
0163,12,2,4
0163,12,3,1
0163,12,4,4
0163,12,5,4
0163,12,6,4
0163,12,7,4
0163,12,8,1
0163,12,9,3
0163,12,10,4
0163,12,11,1
0163,12,12,1
0164,9,1,5
0164,9,2,5
0164,9,3,5
0164,9,4,5
0164,9,5,4
0164,9,6,4
0164,9,7,4
0164,9,8,3
0164,9,9,1
0165,11,1,5
0165,11,2,4
0165,11,3,4
0165,11,4,4
0165,11,5,1
0165,11,6,4
0165,11,7,4
0165,11,8,1
0165,11,9,3
0165,11,10,1
0165,11,11,1
0166,11,1,4
0166,11,2,5
0166,11,3,4
0166,11,4,3
0166,11,5,4
0166,11,6,4
0166,11,7,1
0166,11,8,4
0166,11,9,3
0166,11,10,2
0166,11,11,1
0167,11,1,5
0167,11,2,5
0167,11,3,4
0167,11,4,4
0167,11,5,1
0167,11,6,4
0167,11,7,4
0167,11,8,1
0167,11,9,4
0167,11,10,3
0167,11,11,1
0168,9,1,5
0168,9,2,6
0168,9,3,5
0168,9,4,5
0168,9,5,5
0168,9,6,4
0168,9,7,2
0168,9,8,5
0168,9,9,3
0169,8,1,5
0169,8,2,5
0169,8,3,5
0169,8,4,5
0169,8,5,4
0169,8,6,4
0169,8,7,4
0169,8,8,2
0170,12,1,6
0170,12,2,5
0170,12,3,4
0170,12,4,4
0170,12,5,1
0170,12,6,4
0170,12,7,4
0170,12,8,4
0170,12,9,3
0170,12,10,4
0170,12,11,3
0170,12,12,1
0171,8,1,4
0171,8,2,5
0171,8,3,5
0171,8,4,4
0171,8,5,5
0171,8,6,4
0171,8,7,4
0171,8,8,2
0172,11,1,5
0172,11,2,4
0172,11,3,4
0172,11,4,4
0172,11,5,4
0172,11,6,5
0172,11,7,2
0172,11,8,4
0172,11,9,1
0172,11,10,1
0172,11,11,1
0173,10,1,4
0173,10,2,5
0173,10,3,5
0173,10,4,5
0173,10,5,1
0173,10,6,5
0173,10,7,5
0173,10,8,1
0173,10,9,4
0173,10,10,2
0174,9,1,5
0174,9,2,5
0174,9,3,5
0174,9,4,4
0174,9,5,3
0174,9,6,1
0174,9,7,4
0174,9,8,5
0174,9,9,3
0175,9,1,5
0175,9,2,4
0175,9,3,4
0175,9,4,5
0175,9,5,4
0175,9,6,4
0175,9,7,1
0175,9,8,3
0175,9,9,2
0176,9,1,5
0176,9,2,5
0176,9,3,4
0176,9,4,4
0176,9,5,4
0176,9,6,4
0176,9,7,1
0176,9,8,3
0176,9,9,2
0177,13,1,5
0177,13,2,4
0177,13,3,5
0177,13,4,4
0177,13,5,5
0177,13,6,4
0177,13,7,3
0177,13,8,1
0177,13,9,1
0177,13,10,3
0177,13,11,2
0177,13,12,1
0177,13,13,3
0178,8,1,6
0178,8,2,5
0178,8,3,7
0178,8,4,5
0178,8,5,4
0178,8,6,4
0178,8,7,4
0178,8,8,1
0179,11,1,5
0179,11,2,5
0179,11,3,4
0179,11,4,4
0179,11,5,2
0179,11,6,4
0179,11,7,4
0179,11,8,1
0179,11,9,2
0179,11,10,1
0179,11,11,1
0180,8,1,5
0180,8,2,5
0180,8,3,5
0180,8,4,5
0180,8,5,5
0180,8,6,4
0180,8,7,3
0180,8,8,1
0181,14,1,5
0181,14,2,4
0181,14,3,5
0181,14,4,4
0181,14,5,1
0181,14,6,5
0181,14,7,3
0181,14,8,1
0181,14,9,4
0181,14,10,4
0181,14,11,1
0181,14,12,1
0181,14,13,1
0181,14,14,1
0182,10,1,4
0182,10,2,5
0182,10,3,4
0182,10,4,4
0182,10,5,4
0182,10,6,1
0182,10,7,3
0182,10,8,1
0182,10,9,4
0182,10,10,3
0183,11,1,5
0183,11,2,5
0183,11,3,1
0183,11,4,4
0183,11,5,4
0183,11,6,4
0183,11,7,5
0183,11,8,1
0183,11,9,3
0183,11,10,1
0183,11,11,2
0184,11,1,5
0184,11,2,5
0184,11,3,1
0184,11,4,6
0184,11,5,5
0184,11,6,4
0184,11,7,5
0184,11,8,1
0184,11,9,4
0184,11,10,2
0184,11,11,1
0185,17,1,4
0185,17,2,4
0185,17,3,5
0185,17,4,3
0185,17,5,5
0185,17,6,1
0185,17,7,5
0185,17,8,4
0185,17,9,4
0185,17,10,2
0185,17,11,3
0185,17,12,3
0185,17,13,1
0185,17,14,2
0185,17,15,3
0185,17,16,2
0185,17,17,1
0186,14,1,5
0186,14,2,5
0186,14,3,5
0186,14,4,4
0186,14,5,1
0186,14,6,4
0186,14,7,5
0186,14,8,1
0186,14,9,3
0186,14,10,3
0186,14,11,1
0186,14,12,1
0186,14,13,1
0186,14,14,1
0187,10,1,4
0187,10,2,5
0187,10,3,5
0187,10,4,4
0187,10,5,4
0187,10,6,5
0187,10,7,1
0187,10,8,3
0187,10,9,3
0187,10,10,1
0188,6,1,5
0188,6,2,4
0188,6,3,1
0188,6,4,4
0188,6,5,3
0188,6,6,1
0189,10,1,5
0189,10,2,4
0189,10,3,1
0189,10,4,4
0189,10,5,4
0189,10,6,4
0189,10,7,4
0189,10,8,1
0189,10,9,2
0189,10,10,4
0190,10,1,4
0190,10,2,5
0190,10,3,4
0190,10,4,4
0190,10,5,1
0190,10,6,3
0190,10,7,3
0190,10,8,3
0190,10,9,4
0190,10,10,1
0191,8,1,4
0191,8,2,4
0191,8,3,1
0191,8,4,3
0191,8,5,1
0191,8,6,3
0191,8,7,2
0191,8,8,1
0192,10,1,4
0192,10,2,5
0192,10,3,4
0192,10,4,5
0192,10,5,1
0192,10,6,5
0192,10,7,4
0192,10,8,3
0192,10,9,1
0192,10,10,1
0193,13,1,5
0193,13,2,4
0193,13,3,1
0193,13,4,4
0193,13,5,5
0193,13,6,5
0193,13,7,4
0193,13,8,1
0193,13,9,4
0193,13,10,3
0193,13,11,1
0193,13,12,1
0193,13,13,1
0194,9,1,5
0194,9,2,5
0194,9,3,5
0194,9,4,5
0194,9,5,1
0194,9,6,4
0194,9,7,4
0194,9,8,2
0194,9,9,2
0195,10,1,4
0195,10,2,5
0195,10,3,4
0195,10,4,5
0195,10,5,1
0195,10,6,4
0195,10,7,4
0195,10,8,1
0195,10,9,3
0195,10,10,2
0196,10,1,5
0196,10,2,5
0196,10,3,4
0196,10,4,5
0196,10,5,5
0196,10,6,4
0196,10,7,1
0196,10,8,2
0196,10,9,2
0196,10,10,1
0197,8,1,4
0197,8,2,5
0197,8,3,4
0197,8,4,5
0197,8,5,4
0197,8,6,4
0197,8,7,3
0197,8,8,2
0198,9,1,5
0198,9,2,5
0198,9,3,4
0198,9,4,5
0198,9,5,4
0198,9,6,5
0198,9,7,3
0198,9,8,3
0198,9,9,1
0199,8,1,5
0199,8,2,4
0199,8,3,5
0199,8,4,4
0199,8,5,5
0199,8,6,4
0199,8,7,3
0199,8,8,1
0200,14,1,4
0200,14,2,5
0200,14,3,4
0200,14,4,4
0200,14,5,4
0200,14,6,3
0200,14,7,1
0200,14,8,3
0200,14,9,4
0200,14,10,1
0200,14,11,1
0200,14,12,3
0200,14,13,1
0200,14,14,1
0201,10,1,4
0201,10,2,5
0201,10,3,4
0201,10,4,4
0201,10,5,1
0201,10,6,4
0201,10,7,4
0201,10,8,1
0201,10,9,3
0201,10,10,3
0202,13,1,4
0202,13,2,5
0202,13,3,4
0202,13,4,4
0202,13,5,1
0202,13,6,5
0202,13,7,4
0202,13,8,1
0202,13,9,3
0202,13,10,4
0202,13,11,1
0202,13,12,1
0202,13,13,1
0203,12,1,5
0203,12,2,4
0203,12,3,4
0203,12,4,4
0203,12,5,1
0203,12,6,4
0203,12,7,4
0203,12,8,1
0203,12,9,3
0203,12,10,4
0203,12,11,1
0203,12,12,1
0204,11,1,5
0204,11,2,4
0204,11,3,5
0204,11,4,4
0204,11,5,1
0204,11,6,4
0204,11,7,4
0204,11,8,1
0204,11,9,2
0204,11,10,2
0204,11,11,1
0205,12,1,4
0205,12,2,5
0205,12,3,4
0205,12,4,4
0205,12,5,4
0205,12,6,4
0205,12,7,1
0205,12,8,3
0205,12,9,1
0205,12,10,3
0205,12,11,1
0205,12,12,1
0206,9,1,5
0206,9,2,4
0206,9,3,1
0206,9,4,4
0206,9,5,4
0206,9,6,4
0206,9,7,1
0206,9,8,4
0206,9,9,4
0207,10,1,5
0207,10,2,5
0207,10,3,5
0207,10,4,4
0207,10,5,4
0207,10,6,4
0207,10,7,1
0207,10,8,3
0207,10,9,1
0207,10,10,1
0208,14,1,5
0208,14,2,5
0208,14,3,4
0208,14,4,4
0208,14,5,1
0208,14,6,1
0208,14,7,4
0208,14,8,3
0208,14,9,1
0208,14,10,3
0208,14,11,4
0208,14,12,4
0208,14,13,2
0208,14,14,1
0209,9,1,5
0209,9,2,5
0209,9,3,5
0209,9,4,4
0209,9,5,1
0209,9,6,4
0209,9,7,4
0209,9,8,3
0209,9,9,2
0210,8,1,5
0210,8,2,5
0210,8,3,1
0210,8,4,3
0210,8,5,3
0210,8,6,1
0210,8,7,4
0210,8,8,2
0211,11,1,4
0211,11,2,6
0211,11,3,4
0211,11,4,5
0211,11,5,4
0211,11,6,3
0211,11,7,1
0211,11,8,3
0211,11,9,3
0211,11,10,1
0211,11,11,1
0212,12,1,4
0212,12,2,6
0212,12,3,4
0212,12,4,5
0212,12,5,4
0212,12,6,4
0212,12,7,1
0212,12,8,3
0212,12,9,1
0212,12,10,2
0212,12,11,1
0212,12,12,2
0213,8,1,5
0213,8,2,4
0213,8,3,4
0213,8,4,4
0213,8,5,5
0213,8,6,4
0213,8,7,2
0213,8,8,1
0214,13,1,5
0214,13,2,4
0214,13,3,4
0214,13,4,4
0214,13,5,5
0214,13,6,4
0214,13,7,3
0214,13,8,3
0214,13,9,1
0214,13,10,3
0214,13,11,1
0214,13,12,3
0214,13,13,1
0215,11,1,4
0215,11,2,5
0215,11,3,4
0215,11,4,4
0215,11,5,5
0215,11,6,1
0215,11,7,4
0215,11,8,3
0215,11,9,2
0215,11,10,1
0215,11,11,1
0216,10,1,5
0216,10,2,5
0216,10,3,4
0216,10,4,4
0216,10,5,4
0216,10,6,5
0216,10,7,3
0216,10,8,1
0216,10,9,1
0216,10,10,3
0217,13,1,5
0217,13,2,5
0217,13,3,4
0217,13,4,1
0217,13,5,1
0217,13,6,4
0217,13,7,4
0217,13,8,1
0217,13,9,4
0217,13,10,3
0217,13,11,1
0217,13,12,3
0217,13,13,1
0218,13,1,5
0218,13,2,5
0218,13,3,3
0218,13,4,5
0218,13,5,1
0218,13,6,5
0218,13,7,4
0218,13,8,3
0218,13,9,4
0218,13,10,1
0218,13,11,1
0218,13,12,1
0218,13,13,1
0219,9,1,5
0219,9,2,4
0219,9,3,5
0219,9,4,4
0219,9,5,4
0219,9,6,5
0219,9,7,4
0219,9,8,1
0219,9,9,1
0220,10,1,6
0220,10,2,4
0220,10,3,4
0220,10,4,5
0220,10,5,5
0220,10,6,4
0220,10,7,3
0220,10,8,1
0220,10,9,4
0220,10,10,4
0221,7,1,4
0221,7,2,5
0221,7,3,1
0221,7,4,4
0221,7,5,3
0221,7,6,1
0221,7,7,3
0222,12,1,6
0222,12,2,5
0222,12,3,4
0222,12,4,3
0222,12,5,5
0222,12,6,1
0222,12,7,4
0222,12,8,3
0222,12,9,1
0222,12,10,3
0222,12,11,3
0222,12,12,3
0223,10,1,5
0223,10,2,5
0223,10,3,4
0223,10,4,4
0223,10,5,4
0223,10,6,3
0223,10,7,1
0223,10,8,4
0223,10,9,4
0223,10,10,1
0224,13,1,5
0224,13,2,5
0224,13,3,4
0224,13,4,4
0224,13,5,1
0224,13,6,1
0224,13,7,4
0224,13,8,1
0224,13,9,4
0224,13,10,3
0224,13,11,3
0224,13,12,1
0224,13,13,4
0225,14,1,5
0225,14,2,4
0225,14,3,1
0225,14,4,3
0225,14,5,1
0225,14,6,4
0225,14,7,1
0225,14,8,4
0225,14,9,4
0225,14,10,4
0225,14,11,3
0225,14,12,1
0225,14,13,1
0225,14,14,1
0226,11,1,4
0226,11,2,5
0226,11,3,4
0226,11,4,4
0226,11,5,3
0226,11,6,4
0226,11,7,3
0226,11,8,1
0226,11,9,3
0226,11,10,4
0226,11,11,4
0227,12,1,5
0227,12,2,4
0227,12,3,5
0227,12,4,4
0227,12,5,1
0227,12,6,4
0227,12,7,4
0227,12,8,1
0227,12,9,1
0227,12,10,2
0227,12,11,3
0227,12,12,1
0228,10,1,5
0228,10,2,5
0228,10,3,4
0228,10,4,5
0228,10,5,1
0228,10,6,4
0228,10,7,5
0228,10,8,3
0228,10,9,2
0228,10,10,1
0229,10,1,5
0229,10,2,5
0229,10,3,4
0229,10,4,4
0229,10,5,1
0229,10,6,4
0229,10,7,5
0229,10,8,4
0229,10,9,3
0229,10,10,1
0230,9,1,5
0230,9,2,4
0230,9,3,4
0230,9,4,4
0230,9,5,4
0230,9,6,4
0230,9,7,1
0230,9,8,4
0230,9,9,1
0231,11,1,5
0231,11,2,4
0231,11,3,4
0231,11,4,3
0231,11,5,1
0231,11,6,4
0231,11,7,4
0231,11,8,4
0231,11,9,3
0231,11,10,1
0231,11,11,1
0232,9,1,5
0232,9,2,4
0232,9,3,5
0232,9,4,4
0232,9,5,1
0232,9,6,4
0232,9,7,4
0232,9,8,5
0232,9,9,3
0233,9,1,5
0233,9,2,5
0233,9,3,4
0233,9,4,5
0233,9,5,5
0233,9,6,5
0233,9,7,1
0233,9,8,3
0233,9,9,1
0234,10,1,5
0234,10,2,4
0234,10,3,1
0234,10,4,4
0234,10,5,4
0234,10,6,4
0234,10,7,3
0234,10,8,4
0234,10,9,1
0234,10,10,2
0235,12,1,5
0235,12,2,4
0235,12,3,1
0235,12,4,4
0235,12,5,4
0235,12,6,5
0235,12,7,4
0235,12,8,1
0235,12,9,3
0235,12,10,3
0235,12,11,1
0235,12,12,1
0236,9,1,5
0236,9,2,4
0236,9,3,4
0236,9,4,4
0236,9,5,1
0236,9,6,5
0236,9,7,3
0236,9,8,4
0236,9,9,2
0237,12,1,4
0237,12,2,4
0237,12,3,1
0237,12,4,5
0237,12,5,5
0237,12,6,1
0237,12,7,5
0237,12,8,4
0237,12,9,3
0237,12,10,3
0237,12,11,1
0237,12,12,2
0238,10,1,4
0238,10,2,5
0238,10,3,3
0238,10,4,4
0238,10,5,1
0238,10,6,4
0238,10,7,5
0238,10,8,4
0238,10,9,3
0238,10,10,1
0239,9,1,5
0239,9,2,4
0239,9,3,1
0239,9,4,5
0239,9,5,4
0239,9,6,4
0239,9,7,3
0239,9,8,3
0239,9,9,3
0240,10,1,5
0240,10,2,5
0240,10,3,1
0240,10,4,4
0240,10,5,5
0240,10,6,1
0240,10,7,4
0240,10,8,4
0240,10,9,3
0240,10,10,3
0241,10,1,4
0241,10,2,5
0241,10,3,4
0241,10,4,4
0241,10,5,5
0241,10,6,4
0241,10,7,1
0241,10,8,3
0241,10,9,2
0241,10,10,1
0242,11,1,5
0242,11,2,5
0242,11,3,4
0242,11,4,4
0242,11,5,5
0242,11,6,4
0242,11,7,4
0242,11,8,4
0242,11,9,3
0242,11,10,1
0242,11,11,1
0243,10,1,5
0243,10,2,5
0243,10,3,5
0243,10,4,4
0243,10,5,1
0243,10,6,4
0243,10,7,4
0243,10,8,3
0243,10,9,3
0243,10,10,1
0244,11,1,5
0244,11,2,5
0244,11,3,4
0244,11,4,5
0244,11,5,4
0244,11,6,4
0244,11,7,1
0244,11,8,3
0244,11,9,1
0244,11,10,4
0244,11,11,1
0245,15,1,5
0245,15,2,4
0245,15,3,4
0245,15,4,4
0245,15,5,1
0245,15,6,1
0245,15,7,4
0245,15,8,1
0245,15,9,4
0245,15,10,3
0245,15,11,1
0245,15,12,3
0245,15,13,1
0245,15,14,1
0245,15,15,2
0246,10,1,5
0246,10,2,4
0246,10,3,5
0246,10,4,4
0246,10,5,1
0246,10,6,4
0246,10,7,5
0246,10,8,1
0246,10,9,4
0246,10,10,1
0247,8,1,5
0247,8,2,4
0247,8,3,5
0247,8,4,4
0247,8,5,4
0247,8,6,5
0247,8,7,2
0247,8,8,2
0248,10,1,4
0248,10,2,5
0248,10,3,5
0248,10,4,1
0248,10,5,4
0248,10,6,5
0248,10,7,4
0248,10,8,3
0248,10,9,4
0248,10,10,1
0249,11,1,5
0249,11,2,5
0249,11,3,4
0249,11,4,4
0249,11,5,1
0249,11,6,4
0249,11,7,4
0249,11,8,1
0249,11,9,3
0249,11,10,2
0249,11,11,1
0250,10,1,5
0250,10,2,5
0250,10,3,5
0250,10,4,5
0250,10,5,4
0250,10,6,4
0250,10,7,1
0250,10,8,3
0250,10,9,2
0250,10,10,3
0251,10,1,5
0251,10,2,5
0251,10,3,4
0251,10,4,4
0251,10,5,1
0251,10,6,4
0251,10,7,4
0251,10,8,4
0251,10,9,3
0251,10,10,1
0252,11,1,5
0252,11,2,5
0252,11,3,4
0252,11,4,3
0252,11,5,1
0252,11,6,4
0252,11,7,4
0252,11,8,1
0252,11,9,3
0252,11,10,3
0252,11,11,1
0253,10,1,5
0253,10,2,4
0253,10,3,5
0253,10,4,4
0253,10,5,5
0253,10,6,1
0253,10,7,4
0253,10,8,1
0253,10,9,3
0253,10,10,4
